open_time,open,high,low,close,volume
2020-01-01 00:00:00+00:00,0.03277,0.03374,0.03271,0.03346,333132.3
2020-01-02 00:00:00+00:00,0.03351,0.03352,0.03224,0.03272,257302.4
2020-01-03 00:00:00+00:00,0.03272,0.03443,0.03241,0.03403,422872.0
2020-01-04 00:00:00+00:00,0.03417,0.03452,0.03374,0.03441,199212.9
2020-01-05 00:00:00+00:00,0.03436,0.03533,0.03424,0.03455,553095.4
2020-01-06 00:00:00+00:00,0.03463,0.03738,0.03447,0.03723,470328.4
2020-01-07 00:00:00+00:00,0.03743,0.03812,0.03648,0.03704,1208037.8
2020-01-08 00:00:00+00:00,0.03715,0.0387,0.0359,0.03641,866492.3
2020-01-09 00:00:00+00:00,0.03622,0.03638,0.03553,0.03615,386667.1
2020-01-10 00:00:00+00:00,0.03627,0.03713,0.03473,0.03688,1032331.9
2020-01-11 00:00:00+00:00,0.03674,0.03791,0.03648,0.03676,410417.2
2020-01-12 00:00:00+00:00,0.03669,0.03772,0.03665,0.03772,294586.2
2020-01-13 00:00:00+00:00,0.03791,0.03791,0.03671,0.03695,274143.0
2020-01-14 00:00:00+00:00,0.03682,0.04268,0.03682,0.04179,1638901.2
2020-01-15 00:00:00+00:00,0.04147,0.04328,0.04003,0.04258,914890.5
2020-01-16 00:00:00+00:00,0.04309,0.04309,0.04022,0.04139,368597.9
2020-01-17 00:00:00+00:00,0.04177,0.04586,0.04128,0.04534,1069553.0
2020-01-18 00:00:00+00:00,0.04488,0.04588,0.04345,0.04496,719837.7
2020-01-19 00:00:00+00:00,0.04503,0.04604,0.04147,0.04204,783138.1
2020-01-20 00:00:00+00:00,0.04204,0.04432,0.04196,0.04393,304968.3
2020-01-21 00:00:00+00:00,0.04376,0.04679,0.04364,0.04622,1680663.0
2020-01-22 00:00:00+00:00,0.04621,0.04644,0.04523,0.04582,539413.8
2020-01-23 00:00:00+00:00,0.04578,0.04587,0.04219,0.04346,1605493.3
2020-01-24 00:00:00+00:00,0.04323,0.04529,0.04144,0.04496,1336860.5
